0,67346132
0,69308789
0,046432784
0,740413681
0,675022512
0,281459932
0,83584421
0,108329838
0,163419114
0,133932333
0,538205465
0,404420317
0,898860756
0,869117952
0,56205061
0,606276572
0,195111731
0,610608869
0,757913862
0,278920684
0,346072309
0,56804107
0,531936819
0,942727422
0,076384977
0,12880978
0,147223828
0,8100535
0,027129135
0,915211249
0,348047736
0,906370198
0,137920991
0,877124549
0,782583745
0,266262855
0,182790385
0,462249638
0,187721984
0,638995898
0,744311836
0,669835684
0,838154073
0,312449992
0,415567497
0,626090743
0,244625407
0,765411036
0,779441907
0,762649111
0,425446428
0,600836799
0,511750321
0,362844947
0,571256163
0,791078308
0,428949645
0,428504067
0,43967699
0,24667823
0,528276101
0,439988958
0,812379496
0,66667737
0,367248835
0,213019011
0,412544106
0,62143864
0,511694904
0,018651322
0,840078982
0,858730357
0,45588336
0,309174518
0,56543684
0,694911734
0,769267982
0,727904549
0,326272802
0,002443435
0,909563193
0,938863102
0,93776666
0,59446122
0,292479783
0,51603888
0,471638708
0,351648755
0,577708504
0,291438097
0,621532433
0,55199965
0,657844751
0,04428922
0,630777945
0,04815379
0,278274156
0,034779721
0,165580727
0,319124309
